,Symbol,2020Q1 Time,2020Q1 Date,2020Q1 Prev Date,2020Q1 Prev Open,2020Q1 Prev High,2020Q1 Prev Low,2020Q1 Prev Close,2020Q1 Earn Date,2020Q1 Earn Open,2020Q1 Earn High,2020Q1 Earn Low,2020Q1 Earn Close,2020Q1 Next Date,2020Q1 Next Open,2020Q1 Next High,2020Q1 Next Low,2020Q1 Next Close,2020Q1 Before Open %Change,2020Q1 After Close %Change
17,AES,TAS,2020-02-28,2020-02-27,18.559999465942383,19.059999465942383,18.25,18.290000915527344,2020-02-28,16.0,17.389999389648438,15.75,16.729999542236328,2020-03-02,16.770000457763672,18.239999771118164,16.479999542236328,18.219999313354492,-12.52,0.24
18,AFL,TAS,2020-02-04,2020-02-03,51.849998474121094,52.45000076293945,51.849998474121094,52.0099983215332,2020-02-04,52.5,52.81999969482422,52.16999816894531,52.16999816894531,2020-02-05,52.650001525878906,53.279998779296875,52.41999816894531,53.279998779296875,0.94,0.92
19,AGN,TAS,2020-02-10,2020-02-07,194.27999877929688,197.75999450683594,193.7899932861328,197.0500030517578,2020-02-10,197.1199951171875,200.2899932861328,197.02999877929688,199.64999389648438,2020-02-11,200.0,201.7100067138672,199.77000427246094,200.99000549316406,0.04,0.18
20,AIG,TAS,2020-02-13,2020-02-12,54.900001525878906,55.099998474121094,54.279998779296875,54.279998779296875,2020-02-13,55.77000045776367,56.41999816894531,50.900001525878906,50.93000030517578,2020-02-14,49.86000061035156,50.65999984741211,48.290000915527344,48.47999954223633,2.75,-2.1
21,AIV,TAS,2020-01-30,2020-01-29,53.4900016784668,53.630001068115234,53.0099983215332,53.04999923706055,2020-01-30,52.959999084472656,53.43000030517578,52.7599983215332,53.16999816894531,2020-01-31,53.040000915527344,53.61000061035156,52.43000030517578,52.709999084472656,-0.17,-0.24
22,AIZ,Time Not Supplied,2020-02-10,2020-02-07,135.74000549316406,136.86000061035156,135.41000366210938,136.36000061035156,2020-02-10,135.89999389648438,137.13999938964844,135.67999267578125,137.11000061035156,2020-02-11,137.4600067138672,140.02999877929688,137.4600067138672,139.61000061035156,-0.34,0.26
23,AJG,TAS,2020-01-30,2020-01-29,98.76000213623047,99.44999694824219,98.43000030517578,98.81999969482422,2020-01-30,98.31999969482422,100.36000061035156,97.4800033569336,100.19999694824219,2020-01-31,103.0,105.66999816894531,102.2699966430664,102.56999969482422,-0.51,2.79
24,AKAM,TAS,2020-02-11,2020-02-10,95.66000366210938,96.16999816894531,95.18000030517578,95.76000213623047,2020-02-11,96.20999908447266,96.87000274658203,95.76000213623047,96.37000274658203,2020-02-12,99.94999694824219,103.29000091552734,97.0,97.44999694824219,0.47,3.71
25,ALB,TAS,2020-02-19,2020-02-18,88.79000091552734,89.58000183105469,86.69000244140625,88.69999694824219,2020-02-19,89.0,90.69999694824219,88.69000244140625,89.33999633789062,2020-02-20,89.0,99.4000015258789,88.3499984741211,94.30999755859375,0.34,-0.38
26,ALGN,TAS,2020-01-29,2020-01-28,265.80999755859375,268.67999267578125,262.55999755859375,267.82000732421875,2020-01-29,266.19000244140625,268.9200134277344,261.510009765625,261.6000061035156,2020-01-30,248.74000549316406,264.45001220703125,248.35000610351562,262.8900146484375,-0.61,-4.92
27,ALK,TAS,2020-01-28,2020-01-27,64.87999725341797,65.62000274658203,64.19999694824219,65.33999633789062,2020-01-28,65.87000274658203,66.63999938964844,65.12999725341797,65.54000091552734,2020-01-29,65.75,67.4800033569336,65.58000183105469,66.88999938964844,0.81,0.32
28,ALL,TAS,2020-02-04,2020-02-03,119.0,120.06999969482422,118.80000305175781,119.05000305175781,2020-02-04,120.16000366210938,121.16000366210938,119.91000366210938,119.94999694824219,2020-02-05,121.06999969482422,124.94000244140625,121.06999969482422,124.66999816894531,0.93,0.93
29,ALLE,TAS,2020-02-18,2020-02-14,136.75,139.24000549316406,136.6199951171875,138.89999389648438,2020-02-18,132.94000244140625,134.63999938964844,130.61000061035156,134.36000061035156,2020-02-19,133.97000122070312,134.69000244140625,130.38999938964844,131.16000366210938,-4.29,-0.29
30,ALXN,TAS,2020-01-30,2020-01-29,107.12999725341797,108.91000366210938,106.8499984741211,106.94000244140625,2020-01-30,106.0,106.94000244140625,99.9800033569336,100.30000305175781,2020-01-31,101.36000061035156,102.73999786376953,98.75,99.38999938964844,-0.88,1.06
31,AMAT,TAS,2020-02-12,2020-02-11,63.599998474121094,64.69999694824219,63.34000015258789,64.44999694824219,2020-02-12,64.93000030517578,65.68000030517578,64.62000274658203,65.37000274658203,2020-02-13,66.75,69.44000244140625,65.94999694824219,67.37000274658203,0.74,2.11
32,AMCR,Multi,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
33,AMD,TAS,2020-01-28,2020-01-27,48.45000076293945,49.790000915527344,47.900001525878906,49.2599983215332,2020-01-28,50.029998779296875,50.849998474121094,49.47999954223633,50.529998779296875,2020-01-29,47.84000015258789,48.06999969482422,46.099998474121094,47.5099983215332,1.56,-5.32
34,AME,TAS,2020-02-05,2020-02-04,99.23999786376953,100.06999969482422,98.95999908447266,99.11000061035156,2020-02-05,98.0,101.47000122070312,96.69999694824219,100.02999877929688,2020-02-06,100.3499984741211,100.3499984741211,97.63999938964844,98.68000030517578,-1.12,0.32
35,AMGN,TAS,2020-01-30,2020-01-29,225.5,228.92999267578125,225.0,227.14999389648438,2020-01-30,226.0,226.97000122070312,223.30999755859375,226.14999389648438,2020-01-31,218.75999450683594,219.0800018310547,210.00999450683594,216.0500030517578,-0.51,-3.27
36,AMP,TAS,2020-01-29,2020-01-28,164.02999877929688,165.75999450683594,163.47000122070312,165.1199951171875,2020-01-29,166.19000244140625,167.8699951171875,165.3699951171875,166.0399932861328,2020-01-30,167.24000549316406,170.77000427246094,165.64999389648438,170.50999450683594,0.65,0.72
37,AMT,TAS,2020-02-25,2020-02-24,244.82000732421875,248.77000427246094,243.61000061035156,245.11000061035156,2020-02-25,247.9199981689453,253.99000549316406,244.16000366210938,246.13999938964844,2020-02-26,246.13999938964844,248.36000061035156,240.0,242.6699981689453,1.15,0.0
38,AMZN,TAS,2020-01-30,2020-01-29,1864.0,1874.75,1855.02001953125,1858.0,2020-01-30,1858.0,1872.8699951171875,1850.6099853515625,1870.6800537109375,2020-01-31,2051.469970703125,2055.719970703125,2002.27001953125,2008.719970703125,0.0,9.66
39,ANET,TAS,2020-02-13,2020-02-12,231.8300018310547,235.17999267578125,231.02999877929688,234.4600067138672,2020-02-13,232.5,241.35000610351562,232.39999389648438,237.6199951171875,2020-02-14,217.5,227.0,217.0,223.47000122070312,-0.84,-8.47
40,ANSS,TAS,2020-02-26,2020-02-25,278.8999938964844,281.6300048828125,265.7699890136719,266.44000244140625,2020-02-26,268.1700134277344,274.6499938964844,266.3599853515625,270.19000244140625,2020-02-27,241.86000061035156,261.0899963378906,234.9600067138672,244.14999389648438,0.65,-10.49
41,ANTM,TAS,2020-01-29,2020-01-28,285.0,293.6199951171875,284.1300048828125,290.32000732421875,2020-01-29,279.5,282.3299865722656,272.1600036621094,272.9100036621094,2020-01-30,269.260009765625,270.44000244140625,261.69000244140625,265.8900146484375,-3.73,-1.34
42,AON,TAS,2020-01-31,2020-01-30,215.0800018310547,219.85000610351562,214.55999755859375,219.6300048828125,2020-01-31,223.75999450683594,227.7100067138672,219.75999450683594,220.25,2020-02-03,222.22000122070312,225.75,221.42999267578125,225.02999877929688,1.88,0.89
43,AOS,TAS,2020-01-28,2020-01-27,45.16999816894531,45.22999954223633,43.720001220703125,43.810001373291016,2020-01-28,44.7400016784668,46.290000915527344,44.459999084472656,45.4900016784668,2020-01-29,45.61000061035156,46.36000061035156,44.15999984741211,44.310001373291016,2.12,0.26
44,APA,TAS,2020-02-26,2020-02-25,27.239999771118164,27.290000915527344,25.34000015258789,25.5,2020-02-26,25.5,25.860000610351562,24.399999618530273,24.43000030517578,2020-02-27,23.809999465942383,26.959999084472656,23.3799991607666,25.06999969482422,0.0,-2.54
45,APD,TAS,2020-01-24,2020-01-23,235.82000732421875,237.72000122070312,233.63999938964844,237.2899932861328,2020-01-24,237.5399932861328,244.61000061035156,237.5399932861328,243.9499969482422,2020-01-27,240.39999389648438,240.8699951171875,233.36000061035156,233.47000122070312,0.11,-1.46
46,APH,TAS,2020-01-22,2020-01-21,108.75,109.73999786376953,108.11000061035156,108.26000213623047,2020-01-22,107.16000366210938,109.12999725341797,105.11000061035156,106.62999725341797,2020-01-23,105.79000091552734,106.44000244140625,104.33000183105469,106.33999633789062,-1.02,-0.79
47,APTV,TAS,2020-01-30,2020-01-29,90.33000183105469,91.05000305175781,89.5,89.87999725341797,2020-01-30,85.0,88.13999938964844,84.51000213623047,87.68000030517578,2020-01-31,86.73999786376953,87.06999969482422,84.58999633789062,84.79000091552734,-5.43,-1.07
48,ARE,TAS,2020-02-03,2020-01-31,164.0399932861328,164.6999969482422,162.5399932861328,163.1999969482422,2020-02-03,163.85000610351562,166.0,163.6999969482422,164.80999755859375,2020-02-04,165.39999389648438,169.0500030517578,165.39999389648438,167.7899932861328,0.4,0.36
49,ATO,TAS,2020-02-04,2020-02-03,117.4000015258789,118.73999786376953,117.0,118.66999816894531,2020-02-04,118.5,119.19999694824219,117.22000122070312,117.22000122070312,2020-02-05,116.5199966430664,118.95999908447266,115.0,118.27999877929688,-0.14,-0.6
50,ATVI,TAS,2020-02-06,2020-02-05,60.13999938964844,60.13999938964844,58.439998626708984,58.849998474121094,2020-02-06,59.189998626708984,60.63999938964844,59.0,60.2599983215332,2020-02-07,61.33000183105469,62.84000015258789,60.380001068115234,61.529998779296875,0.58,1.78
51,AVB,TAS,2020-02-05,2020-02-04,216.94000244140625,219.6699981689453,216.19000244140625,218.77000427246094,2020-02-05,218.6300048828125,219.77000427246094,217.4499969482422,217.61000061035156,2020-02-06,217.61000061035156,219.27000427246094,215.67999267578125,219.1300048828125,-0.06,0.0
52,AVGO,Time Not Supplied,2020-03-12,2020-03-11,253.8800048828125,256.489990234375,242.49000549316406,245.97000122070312,2020-03-12,226.99000549316406,242.75999450683594,216.32000732421875,218.77999877929688,2020-03-13,225.50999450683594,234.47000122070312,201.16000366210938,234.22000122070312,-7.72,3.08
53,AVY,TAS,2020-01-29,2020-01-28,127.76000213623047,130.11000061035156,126.83000183105469,129.2100067138672,2020-01-29,130.82000732421875,137.24000549316406,128.8800048828125,136.22999572753906,2020-01-30,135.25999450683594,136.36000061035156,130.58999633789062,136.11000061035156,1.25,-0.71
54,AWK,TAS,2020-02-18,2020-02-14,137.52000427246094,139.64999389648438,137.00999450683594,139.32000732421875,2020-02-18,140.33999633789062,140.57000732421875,139.25999450683594,139.25999450683594,2020-02-19,139.07000732421875,141.3699951171875,138.24000549316406,138.6999969482422,0.73,-0.14
55,AXP,TAS,2020-01-24,2020-01-23,131.25999450683594,131.57000732421875,130.13999938964844,131.3699951171875,2020-01-24,136.36000061035156,138.1300048828125,133.85000610351562,135.11000061035156,2020-01-27,131.14999389648438,131.97999572753906,128.8699951171875,130.63999938964844,3.8,-2.93
56,AZO,TAS,2020-03-03,2020-03-02,1042.0,1051.2900390625,1013.3400268554688,1046.8900146484375,2020-03-03,1003.989990234375,1082.300048828125,997.8900146484375,1024.7099609375,2020-03-04,1040.0,1063.25,1008.6699829101562,1058.239990234375,-4.1,1.49
57,BA,TAS,2020-01-29,2020-01-28,318.04998779296875,319.3599853515625,314.0,316.55999755859375,2020-01-29,324.3500061035156,327.17999267578125,319.1400146484375,322.0199890136719,2020-01-30,320.5,325.3500061035156,317.6400146484375,323.29998779296875,2.46,-0.47
58,BAC,TAS,2020-01-15,2020-01-14,35.29999923706055,35.66999816894531,35.11000061035156,35.31999969482422,2020-01-15,34.77000045776367,34.790000915527344,34.34000015258789,34.66999816894531,2020-01-16,34.900001525878906,34.9900016784668,34.599998474121094,34.720001220703125,-1.56,0.66
59,BAX,TAS,2020-03-17,2020-03-16,72.66000366210938,77.13999938964844,69.0999984741211,71.56999969482422,2020-03-17,73.36000061035156,81.27999877929688,72.87999725341797,80.51000213623047,2020-03-18,76.19999694824219,85.22000122070312,75.94999694824219,84.58999633789062,2.5,-5.35
60,BBY,TAS,2020-02-27,2020-02-26,82.83000183105469,84.83000183105469,82.1500015258789,82.18000030517578,2020-02-27,79.5,82.47000122070312,78.0,78.30999755859375,2020-02-28,76.05999755859375,77.9800033569336,73.33999633789062,75.6500015258789,-3.26,-2.87
61,BDX,TAS,2020-02-06,2020-02-05,286.3299865722656,286.7200012207031,283.54998779296875,285.989990234375,2020-02-06,253.0,262.70001220703125,241.75,252.25,2020-02-07,251.60000610351562,251.72000122070312,246.47999572753906,246.91000366210938,-11.54,-0.26
62,BEN,TAS,2020-01-30,2020-01-29,25.309999465942383,25.489999771118164,24.84000015258789,24.84000015258789,2020-01-30,25.06999969482422,26.239999771118164,24.469999313354492,26.209999084472656,2020-01-31,26.0,26.139999389648438,25.18000030517578,25.299999237060547,0.93,-0.8
63,BF.B,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
64,BIIB,Before Market Open,2020-01-30,2020-01-29,282.04998779296875,283.3800048828125,279.6600036621094,282.5199890136719,2020-01-30,288.1199951171875,288.1199951171875,276.1400146484375,277.5299987792969,2020-01-31,276.0799865722656,276.2799987792969,267.5899963378906,268.8500061035156,1.98,-0.52
65,BK,TAS,2020-01-16,2020-01-15,50.72999954223633,50.88999938964844,50.369998931884766,50.689998626708984,2020-01-16,46.75,47.45000076293945,46.36000061035156,46.720001220703125,2020-01-17,46.849998474121094,46.959999084472656,45.86000061035156,46.18000030517578,-7.77,0.28
66,BKNG,TAS,2020-02-26,2020-02-25,1803.0,1811.31005859375,1711.010009765625,1726.5799560546875,2020-02-26,1731.219970703125,1742.93994140625,1659.6400146484375,1678.199951171875,2020-02-27,1612.97998046875,1730.0,1592.449951171875,1659.8499755859375,0.27,-3.89
67,BKR,TAS,2020-01-22,2020-01-21,23.479999542236328,23.510000228881836,22.68000030517578,22.729999542236328,2020-01-22,22.84000015258789,23.360000610351562,21.84000015258789,22.68000030517578,2020-01-23,22.360000610351562,23.149999618530273,22.309999465942383,22.959999084472656,0.48,-1.41
68,BLK,TAS,2020-01-15,2020-01-14,520.1500244140625,525.0,516.52001953125,518.3200073242188,2020-01-15,518.5,531.6199951171875,518.5,530.260009765625,2020-01-16,536.9099731445312,536.9099731445312,530.25,535.0,0.03,1.25
69,BLL,TAS,2020-02-06,2020-02-05,75.62000274658203,76.62999725341797,74.86000061035156,76.62999725341797,2020-02-06,75.98999786376953,82.81999969482422,73.98999786376953,78.0,2020-02-07,77.80000305175781,78.05999755859375,76.16000366210938,76.91999816894531,-0.84,-0.26
70,BMY,TAS,2020-02-06,2020-02-05,64.91999816894531,65.8499984741211,64.8499984741211,65.58999633789062,2020-02-06,67.0,67.80000305175781,66.38999938964844,67.0999984741211,2020-02-07,66.68000030517578,67.01000213623047,65.83999633789062,66.25,2.15,-0.63
71,BR,TAS,2020-01-31,2020-01-30,128.69000244140625,129.80999755859375,127.83999633789062,129.4600067138672,2020-01-31,120.48999786376953,121.43000030517578,115.38999938964844,119.1500015258789,2020-02-03,120.66999816894531,121.01000213623047,116.19999694824219,116.43000030517578,-6.93,1.28
72,BRK.B,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
73,BSX,TAS,2020-02-05,2020-02-04,42.83000183105469,43.20000076293945,42.70000076293945,42.880001068115234,2020-02-05,43.04999923706055,43.33000183105469,42.439998626708984,42.619998931884766,2020-02-06,42.599998474121094,43.2400016784668,42.2400016784668,43.0099983215332,0.4,-0.05
74,BWA,TAS,2020-02-13,2020-02-12,34.540000915527344,35.0,33.97999954223633,34.689998626708984,2020-02-13,34.310001373291016,35.36000061035156,33.560001373291016,35.08000183105469,2020-02-14,34.75,34.959999084472656,33.43000030517578,34.150001525878906,-1.1,-0.94
75,BXP,TAS,2020-01-28,2020-01-27,141.2100067138672,141.74000549316406,140.6999969482422,141.0399932861328,2020-01-28,141.36000061035156,142.52000427246094,141.02000427246094,141.17999267578125,2020-01-29,141.92999267578125,143.92999267578125,139.72000122070312,142.92999267578125,0.23,0.53
76,C,TAS,2020-01-14,2020-01-13,79.5,80.72000122070312,79.0,80.6500015258789,2020-01-14,81.19999694824219,83.11000061035156,80.97000122070312,81.91000366210938,2020-01-15,81.7300033569336,82.05000305175781,80.7300033569336,81.23999786376953,0.68,-0.22
77,CAG,TAS,2020-03-31,2020-03-30,28.25,29.190000534057617,27.690000534057617,28.229999542236328,2020-03-31,30.719999313354492,31.950000762939453,28.639999389648438,29.34000015258789,2020-04-01,28.34000015258789,30.139999389648438,28.260000228881836,29.760000228881836,8.82,-3.41
78,CAH,TAS,2020-02-06,2020-02-05,52.09000015258789,53.45000076293945,52.040000915527344,52.68000030517578,2020-02-06,57.54999923706055,59.79999923706055,56.84000015258789,58.2599983215332,2020-02-07,59.09000015258789,60.47999954223633,57.7400016784668,58.2400016784668,9.24,1.42
79,CARR,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
80,CAT,TAS,2020-01-31,2020-01-30,134.75999450683594,135.97000122070312,132.91000366210938,135.3699951171875,2020-01-31,133.82000732421875,134.99000549316406,130.5399932861328,131.35000610351562,2020-02-03,131.44000244140625,133.16000366210938,129.3000030517578,129.77000427246094,-1.15,0.07
81,CB,TAS,2020-02-04,2020-02-03,152.55999755859375,154.85000610351562,152.2899932861328,153.22999572753906,2020-02-04,154.61000061035156,155.72000122070312,154.14999389648438,154.3000030517578,2020-02-05,160.27999877929688,165.39999389648438,157.35000610351562,165.3300018310547,0.9,3.88
82,CBOE,TAS,2020-02-07,2020-02-06,123.94999694824219,127.93000030517578,122.75,127.93000030517578,2020-02-07,125.0,127.25,122.0,122.54000091552734,2020-02-10,122.01000213623047,123.80999755859375,121.31999969482422,123.69000244140625,-2.29,-0.43
83,CBRE,TAS,2020-02-27,2020-02-26,58.290000915527344,58.939998626708984,56.93000030517578,56.93000030517578,2020-02-27,56.0099983215332,58.380001068115234,53.529998779296875,56.540000915527344,2020-02-28,55.25,56.900001525878906,54.38999938964844,56.13999938964844,-1.62,-2.28
84,CCI,TAS,2020-02-26,2020-02-25,167.0500030517578,167.9199981689453,162.42999267578125,163.02000427246094,2020-02-26,163.74000549316406,165.1699981689453,162.3300018310547,162.69000244140625,2020-02-27,148.74000549316406,156.25,147.0,148.39999389648438,0.44,-8.57
85,CCL,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
86,CDNS,TAS,2020-02-12,2020-02-11,75.04000091552734,75.87999725341797,74.68000030517578,75.70999908447266,2020-02-12,76.0,77.22000122070312,75.83000183105469,77.0999984741211,2020-02-13,77.0,79.58999633789062,75.2699966430664,79.25,0.38,-0.13
87,CDW,TAS,2020-02-06,2020-02-05,137.22000122070312,137.49000549316406,134.88999938964844,136.0399932861328,2020-02-06,134.50999450683594,138.4499969482422,133.67999267578125,134.63999938964844,2020-02-07,134.41000366210938,134.49000549316406,131.1699981689453,132.66000366210938,-1.12,-0.17
88,CE,TAS,2020-01-30,2020-01-29,113.29000091552734,114.19000244140625,111.80999755859375,111.93000030517578,2020-01-30,110.58999633789062,111.79000091552734,109.1500015258789,110.19000244140625,2020-01-31,107.73999786376953,107.73999786376953,101.1500015258789,103.5,-1.2,-2.22
89,CERN,TAS,2020-02-04,2020-02-03,72.23999786376953,73.30999755859375,72.05000305175781,73.16999816894531,2020-02-04,74.02999877929688,74.95999908447266,73.70999908447266,74.22000122070312,2020-02-05,76.98999786376953,80.9000015258789,75.75,78.5999984741211,1.18,3.73
90,CF,TAS,2020-02-12,2020-02-11,41.90999984741211,42.650001525878906,41.75,42.16999816894531,2020-02-12,42.20000076293945,42.2599983215332,41.310001373291016,41.61000061035156,2020-02-13,41.29999923706055,41.40999984741211,39.18000030517578,39.34000015258789,0.07,-0.75
91,CFG,TAS,2020-01-17,2020-01-16,39.29999923706055,39.72999954223633,39.099998474121094,39.59000015258789,2020-01-17,40.790000915527344,41.290000915527344,40.22999954223633,40.869998931884766,2020-01-21,40.619998931884766,40.66999816894531,40.040000915527344,40.09000015258789,3.03,-0.61
92,CHD,TAS,2020-01-31,2020-01-30,72.9000015258789,73.08999633789062,71.93000030517578,72.77999877929688,2020-01-31,74.54000091552734,77.23999786376953,74.06999969482422,74.22000122070312,2020-02-03,74.7300033569336,76.37999725341797,74.58000183105469,75.11000061035156,2.42,0.69
93,CHRW,TAS,2020-01-28,2020-01-27,78.6500015258789,79.55999755859375,78.01000213623047,78.47000122070312,2020-01-28,78.4800033569336,78.98999786376953,77.8499984741211,77.87999725341797,2020-01-29,72.52999877929688,75.19000244140625,71.76000213623047,73.41000366210938,0.01,-6.87
94,CHTR,TAS,2020-01-31,2020-01-30,486.8800048828125,494.3299865722656,484.9599914550781,492.9800109863281,2020-01-31,504.760009765625,521.6900024414062,495.0,517.4600219726562,2020-02-03,522.8400268554688,537.5399780273438,522.6900024414062,532.0499877929688,2.39,1.04
95,CI,TAS,2020-02-06,2020-02-05,200.08999633789062,207.5,200.08999633789062,206.47999572753906,2020-02-06,210.25,216.17999267578125,207.8300018310547,211.86000061035156,2020-02-07,210.6699981689453,212.7899932861328,208.00999450683594,208.9199981689453,1.83,-0.56
96,CINF,TAS,2020-02-05,2020-02-04,107.33000183105469,107.4000015258789,105.98999786376953,106.04000091552734,2020-02-05,107.04000091552734,108.20999908447266,106.06999969482422,108.01000213623047,2020-02-06,110.72000122070312,113.79000091552734,109.62000274658203,112.83999633789062,0.94,2.51
97,CL,TAS,2020-01-31,2020-01-30,68.80000305175781,69.69999694824219,68.55999755859375,69.47000122070312,2020-01-31,73.63999938964844,74.97000122070312,73.37000274658203,73.77999877929688,2020-02-03,74.05999755859375,75.45999908447266,74.05999755859375,74.93000030517578,6.0,0.38
98,CLX,TAS,2020-02-04,2020-02-03,157.64999389648438,158.85000610351562,154.8800048828125,155.83999633789062,2020-02-04,158.77999877929688,165.0,158.47999572753906,163.6199951171875,2020-02-05,163.27999877929688,165.94000244140625,163.27000427246094,165.33999633789062,1.89,-0.21
