,Symbol,2020Q2 Time,2020Q2 Date,2020Q2 Prev Date,2020Q2 Prev Open,2020Q2 Prev High,2020Q2 Prev Low,2020Q2 Prev Close,2020Q2 Earn Date,2020Q2 Earn Open,2020Q2 Earn High,2020Q2 Earn Low,2020Q2 Earn Close,2020Q2 Next Date,2020Q2 Next Open,2020Q2 Next High,2020Q2 Next Low,2020Q2 Next Close,2020Q2 Before Open %Change,2020Q2 After Close %Change
0,A,After Market Close,2020-05-21,NaN,NaN,NaN,NaN,NaN,2020-05-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
1,AAL,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
2,AAP,Before Market Open,2020-05-20,NaN,NaN,NaN,NaN,NaN,2020-05-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
3,AAPL,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
4,ABBV,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
5,ABC,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
6,ABMD,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
7,ABT,TAS,2020-04-16,2020-04-15,90.01000213623047,91.9000015258789,88.51000213623047,90.94000244140625,2020-04-16,92.5999984741211,96.98999786376953,91.13999938964844,96.0,2020-04-17,97.44999694824219,97.75,94.23999786376953,96.01000213623047,1.83,1.51
8,ACN,Before Market Open,2020-06-25,NaN,NaN,NaN,NaN,NaN,2020-06-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
9,ADBE,After Market Close,2020-06-11,NaN,NaN,NaN,NaN,NaN,2020-06-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
10,ADI,TAS,2020-05-20,NaN,NaN,NaN,NaN,NaN,2020-05-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
11,ADM,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
12,ADP,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
13,ADS,TAS,2020-04-23,2020-04-22,37.54999923706055,37.970001220703125,35.720001220703125,36.68000030517578,2020-04-23,36.689998626708984,41.25,35.59000015258789,40.38999938964844,2020-04-24,40.790000915527344,42.439998626708984,38.75,40.400001525878906,0.03,0.99
14,ADSK,Time Not Supplied,2020-05-21,NaN,NaN,NaN,NaN,NaN,2020-05-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
15,AEE,After Market Close,2020-05-11,NaN,NaN,NaN,NaN,NaN,2020-05-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
16,AEP,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
17,AES,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
18,AFL,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
19,AGN,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
20,AIG,After Market Close,2020-05-04,NaN,NaN,NaN,NaN,NaN,2020-05-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
21,AIV,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
22,AIZ,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
23,AJG,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
24,AKAM,After Market Close,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
25,ALB,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
26,ALGN,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
27,ALK,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
28,ALL,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
29,ALLE,TAS,2020-04-23,2020-04-22,92.33000183105469,93.16000366210938,91.0999984741211,92.97000122070312,2020-04-23,94.58000183105469,98.29000091552734,92.12000274658203,95.12999725341797,2020-04-24,94.76000213623047,96.79000091552734,93.37000274658203,96.56999969482422,1.73,-0.39
30,ALXN,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
31,AMAT,After Market Close,2020-05-14,NaN,NaN,NaN,NaN,NaN,2020-05-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
32,AMCR,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
33,AMD,After Market Close,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
34,AME,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
35,AMGN,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
36,AMP,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
37,AMT,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
38,AMZN,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
39,ANET,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
40,ANSS,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
41,ANTM,TAS,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
42,AON,Multi,Multi,NaN,NaN,NaN,NaN,NaN,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
43,AOS,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
44,APA,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
45,APD,TAS,2020-04-23,2020-04-22,213.64999389648438,215.38999938964844,210.77999877929688,214.44000244140625,2020-04-23,218.22000122070312,219.7899932861328,209.6699981689453,211.27000427246094,2020-04-24,213.3000030517578,217.3300018310547,212.22999572753906,216.77999877929688,1.76,0.96
46,APH,TAS,2020-04-22,2020-04-21,80.0199966430664,80.7699966430664,76.27999877929688,76.91999816894531,2020-04-22,78.66000366210938,82.5,77.30999755859375,81.66999816894531,2020-04-23,83.83000183105469,86.1500015258789,82.61000061035156,83.9800033569336,2.26,2.64
47,APTV,Before Market Open,2020-05-04,NaN,NaN,NaN,NaN,NaN,2020-05-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
48,ARE,After Market Close,2020-04-27,NaN,NaN,NaN,NaN,NaN,2020-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
49,ATO,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
50,ATVI,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
51,AVB,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
52,AVGO,After Market Close,2020-06-11,NaN,NaN,NaN,NaN,NaN,2020-06-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
53,AVY,TAS,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
54,AWK,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
55,AXP,TAS,2020-04-24,2020-04-23,83.23999786376953,84.77999877929688,81.70999908447266,82.45999908447266,2020-04-24,84.12999725341797,84.77999877929688,81.30999755859375,83.16999816894531,2020-04-25,84.12999725341797,84.77999877929688,81.30999755859375,83.16999816894531,2.03,1.15
56,AZO,Before Market Open,2020-05-19,NaN,NaN,NaN,NaN,NaN,2020-05-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
57,BA,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
58,BAC,Multi,Multi,NaN,NaN,NaN,NaN,NaN,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
59,BAX,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
60,BBY,Before Market Open,2020-05-25,NaN,NaN,NaN,NaN,NaN,2020-05-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
61,BDX,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
62,BEN,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
63,BF.B,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
64,BIIB,Before Market Open,2020-04-22,2020-04-21,332.510009765625,336.19000244140625,328.3699951171875,329.010009765625,2020-04-22,302.75,306.989990234375,289.0199890136719,298.010009765625,2020-04-23,293.6099853515625,297.44000244140625,291.57000732421875,292.25,-7.98,-1.48
65,BK,TAS,2020-04-16,2020-04-15,34.90999984741211,35.189998626708984,34.43000030517578,34.630001068115234,2020-04-16,37.2400016784668,37.77000045776367,35.52000045776367,36.13999938964844,2020-04-17,37.470001220703125,37.779998779296875,36.81999969482422,37.38999938964844,7.54,3.68
66,BKNG,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
67,BKR,TAS,2020-04-22,2020-04-21,12.460000038146973,13.300000190734863,12.420000076293945,12.75,2020-04-22,13.5,13.979999542236328,12.09000015258789,12.989999771118164,2020-04-23,13.15999984741211,13.899999618530273,12.949999809265137,13.569999694824219,5.88,1.31
68,BLK,TAS,2020-04-16,2020-04-15,442.489990234375,451.0,440.0,443.07000732421875,2020-04-16,445.19000244140625,462.8500061035156,444.8399963378906,458.989990234375,2020-04-17,476.32000732421875,484.69000244140625,469.3500061035156,476.8699951171875,0.48,3.78
69,BLL,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
70,BMY,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
71,BR,Before Market Open,2020-05-08,NaN,NaN,NaN,NaN,NaN,2020-05-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
72,BRK.B,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
73,BSX,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
74,BWA,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
75,BXP,After Market Close,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
76,C,TAS,2020-04-15,2020-04-14,47.65999984741211,47.7400016784668,43.529998779296875,45.41999816894531,2020-04-15,43.369998931884766,44.27000045776367,42.61000061035156,42.86000061035156,2020-04-16,42.709999084472656,42.84000015258789,40.099998474121094,40.52000045776367,-4.51,-0.35
77,CAG,Before Market Open,2020-06-25,NaN,NaN,NaN,NaN,NaN,2020-06-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
78,CAH,Before Market Open,2020-05-11,NaN,NaN,NaN,NaN,NaN,2020-05-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
79,CARR,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
80,CAT,Before Market Open,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
81,CB,TAS,2020-04-21,2020-04-20,116.94000244140625,117.11000061035156,113.4000015258789,114.63999938964844,2020-04-21,110.0999984741211,114.43000030517578,109.37000274658203,112.38999938964844,2020-04-22,114.31999969482422,114.44999694824219,106.12999725341797,106.22000122070312,-3.96,1.72
82,CBOE,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
83,CBRE,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
84,CCI,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
85,CCL,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
86,CDNS,TAS,2020-04-20,2020-04-17,79.56999969482422,80.45999908447266,78.33000183105469,78.6500015258789,2020-04-20,77.7300033569336,78.66999816894531,76.7699966430664,77.83999633789062,2020-04-21,76.43000030517578,76.88999938964844,73.3499984741211,74.58999633789062,-1.17,-1.81
87,CDW,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
88,CE,After Market Close,2020-04-27,NaN,NaN,NaN,NaN,NaN,2020-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
89,CERN,After Market Close,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
90,CF,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
91,CFG,TAS,2020-04-17,2020-04-16,18.43000030517578,18.520000457763672,17.149999618530273,17.190000534057617,2020-04-17,17.770000457763672,20.299999237060547,17.770000457763672,19.8700008392334,2020-04-20,19.06999969482422,20.889999389648438,18.540000915527344,20.299999237060547,3.37,-4.03
92,CHD,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
93,CHRW,After Market Close,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
94,CHTR,TAS,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
95,CI,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
96,CINF,After Market Close,2020-04-27,NaN,NaN,NaN,NaN,NaN,2020-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
97,CL,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
98,CLX,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
99,CMA,TAS,2020-04-21,2020-04-20,28.389999389648438,30.90999984741211,27.84000015258789,29.6200008392334,2020-04-21,28.0,30.940000534057617,27.850000381469727,29.43000030517578,2020-04-22,30.479999542236328,30.979999542236328,29.729999542236328,30.450000762939453,-5.47,3.57
100,CMCSA,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
101,CME,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
102,CMG,TAS,2020-04-21,2020-04-20,807.2000122070312,822.0,804.0399780273438,808.72998046875,2020-04-21,799.0,809.239990234375,772.010009765625,786.6900024414062,2020-04-22,848.989990234375,905.0,834.1799926757812,882.260009765625,-1.2,7.92
103,CMI,Before Market Open,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
104,CMS,Before Market Open,2020-04-27,NaN,NaN,NaN,NaN,NaN,2020-04-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
105,CNC,Before Market Open,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
106,CNP,Before Market Open,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
107,COF,TAS,2020-04-23,2020-04-22,53.15999984741211,53.43000030517578,51.0099983215332,51.52000045776367,2020-04-23,51.5,53.54999923706055,51.5,52.61000061035156,2020-04-24,54.779998779296875,57.279998779296875,54.0099983215332,56.150001525878906,-0.04,4.12
108,COG,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
109,COO,TAS,2020-05-28,NaN,NaN,NaN,NaN,NaN,2020-05-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
110,COP,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
111,COST,TAS,2020-05-28,NaN,NaN,NaN,NaN,NaN,2020-05-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
112,COTY,Before Market Open,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
113,CPB,Before Market Open,2020-06-03,NaN,NaN,NaN,NaN,NaN,2020-06-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
114,CPRI,Before Market Open,2020-05-27,NaN,NaN,NaN,NaN,NaN,2020-05-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
115,CPRT,Time Not Supplied,2020-05-20,NaN,NaN,NaN,NaN,NaN,2020-05-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
116,CRM,Time Not Supplied,2020-06-02,NaN,NaN,NaN,NaN,NaN,2020-06-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
117,CSCO,After Market Close,2020-05-13,NaN,NaN,NaN,NaN,NaN,2020-05-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
118,CSX,TAS,2020-04-22,2020-04-21,59.33000183105469,60.310001373291016,58.79999923706055,59.47999954223633,2020-04-22,60.650001525878906,62.40999984741211,59.470001220703125,60.88999938964844,2020-04-23,63.900001525878906,64.12999725341797,61.29999923706055,61.470001220703125,1.97,4.94
119,CTAS,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
120,CTL,After Market Close,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
121,CTSH,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
122,CTVA,Multi,Multi,NaN,NaN,NaN,NaN,NaN,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
123,CTXS,TAS,2020-04-23,2020-04-22,148.3000030517578,151.9199981689453,147.17999267578125,151.69000244140625,2020-04-23,143.27000427246094,145.63999938964844,139.2899932861328,141.55999755859375,2020-04-24,142.60000610351562,146.2100067138672,142.0500030517578,146.0399932861328,-5.55,0.73
124,CVS,Before Market Open,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
125,CVX,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
126,CXO,After Market Close,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
127,D,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
128,DAL,TAS,2020-04-22,2020-04-21,23.020000457763672,23.770000457763672,22.799999237060547,23.100000381469727,2020-04-22,23.8799991607666,23.940000534057617,21.6299991607666,22.469999313354492,2020-04-23,22.649999618530273,22.959999084472656,22.40999984741211,22.479999542236328,3.38,0.8
129,DD,Before Market Open,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
130,DE,Before Market Open,2020-05-22,NaN,NaN,NaN,NaN,NaN,2020-05-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
131,DFS,TAS,2020-04-22,2020-04-21,33.25,34.869998931884766,33.16999816894531,34.29999923706055,2020-04-22,35.25,35.5,34.40999984741211,35.150001525878906,2020-04-23,32.689998626708984,35.84000015258789,32.5,34.81999969482422,2.77,-7.0
132,DG,Before Market Open,2020-05-28,NaN,NaN,NaN,NaN,NaN,2020-05-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
133,DGX,TAS,2020-04-22,2020-04-21,93.0,95.41000366210938,92.55000305175781,94.45999908447266,2020-04-22,100.04000091552734,103.5999984741211,95.5199966430664,99.58000183105469,2020-04-23,100.0,102.75,98.9000015258789,100.66000366210938,5.91,0.42
134,DHI,Before Market Open,2020-04-28,NaN,NaN,NaN,NaN,NaN,2020-04-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
135,DHR,Multi,Multi,NaN,NaN,NaN,NaN,NaN,Multi,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
136,DIS,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
137,DISCA,TAS,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
138,DISCK,TAS,2020-05-06,NaN,NaN,NaN,NaN,NaN,2020-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
139,DISH,Before Market Open,2020-05-01,NaN,NaN,NaN,NaN,NaN,2020-05-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
140,DLR,After Market Close,2020-05-07,NaN,NaN,NaN,NaN,NaN,2020-05-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
141,DLTR,Before Market Open,2020-05-28,NaN,NaN,NaN,NaN,NaN,2020-05-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
142,DOV,TAS,2020-04-21,2020-04-20,84.6500015258789,87.33000183105469,83.9000015258789,85.97000122070312,2020-04-21,86.5999984741211,89.41999816894531,83.7300033569336,84.51000213623047,2020-04-22,86.80999755859375,87.9800033569336,85.41000366210938,86.31999969482422,0.73,2.72
143,DOW,Before Market Open,2020-04-30,NaN,NaN,NaN,NaN,NaN,2020-04-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
144,DRE,After Market Close,2020-04-29,NaN,NaN,NaN,NaN,NaN,2020-04-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
145,DRI,Before Market Open,2020-06-18,NaN,NaN,NaN,NaN,NaN,2020-06-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
146,DTE,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
147,DUK,TAS,2020-05-12,NaN,NaN,NaN,NaN,NaN,2020-05-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
148,DVA,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
149,DVN,After Market Close,2020-05-05,NaN,NaN,NaN,NaN,NaN,2020-05-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
